id,text,gemma4,maverick,consensus,n_models,n_agree,unanimous,flag
A00668-07,military threat less military council police courts terrorism weapons police threat defense concern emergency think threat should oppose intelligence to government military policy less weapons must protection gangs oppose will must of emergency surveillance government crime that patrol gangs not defense protection to weapons think military in our terrorism think not border our in patrol enforcement council military government gangs council oppose believe terrorism our emergency threat surveillance.,favor,oppose,favor,2,1,FALSE,TRUE
A00678-03,universities think community tuition funding city teachers testing not training enrollment believe teachers graduation literacy tuition of people literacy testing scholarships scholarships tutoring literacy students believe city students students schools scholarships scholarships universities not training we universities that not training issue tuition tutoring curriculum funding very universities graduation of training is schools testing students scholarships concern support funding people we and community.,irrelevant,oppose,irrelevant,2,1,FALSE,TRUE
A00678-05,the disease city council patients clinic will clinic care vaccine and pandemic wellness concern patients people must disease is policy for and not council public wellness disease must to immunization oppose disease that we patients nurses for believe pandemic city our government less vaccine mortality sanitation screening vaccine more screening people support immunization government pandemic vaccine hospital care pandemic city clinic epidemic nurses vaccine issue insurance less clinic to mortality prevention vaccine believe mortality should concern sanitation disease vaccine that vaccine insurance hospital believe disease mortality hospital government concern outbreak care hospital in insurance pandemic screening very sanitation more.,neutral,favor,favor,2,1,FALSE,TRUE
A00678-07,universities a tuition libraries curriculum schools and must testing graduation training tuition libraries the testing funding curriculum literacy a literacy tuition testing tutoring we our students libraries should in very policy policy should students graduation think tutoring students our schools tuition think very is funding will should not libraries testing must students testing scholarships students teachers enrollment government schools scholarships schools testing literacy schools must scholarships literacy in enrollment testing that libraries tutoring policy training concern tutoring testing scholarships believe funding classrooms tuition we is schools literacy literacy testing more tuition universities funding tutoring teachers support believe must scholarships curriculum government our literacy believe council scholarships to scholarships concern classrooms students testing not training public classrooms tuition schools.,oppose,irrelevant,irrelevant,2,1,FALSE,TRUE
A00678-08,teachers council believe testing universities literacy teachers scholarships libraries need scholarships schools curriculum universities must libraries of teachers not curriculum universities testing should tuition more must testing universities think universities classrooms council training literacy teachers schools curriculum testing students more training to enrollment will teachers enrollment tutoring less tuition students council oppose is graduation classrooms students believe tuition public schools classrooms need enrollment scholarships public training people tutoring testing schools libraries.,favor,irrelevant,favor,2,1,FALSE,TRUE
A00701-01,terrorism violence patrol gangs intelligence violence intelligence safety not need community terrorism people intelligence for enforcement terrorism protection emergency terrorism police patrol community patrol public emergency the enforcement for military police threat surveillance violence public a safety our oppose weapons emergency crime courts.,favor,oppose,favor,2,1,FALSE,TRUE
A00701-03,the is will policy concern rivers and carbon habitat public think renewable carbon emissions to emissions forests recycling pesticides pollution cleanup think must forests cleanup emissions flooding council solar recycling drought is for pesticides carbon rivers that very the city support think should very to public solar conservation wetlands government believe wildlife that solar conservation wildlife pollution climate wetlands wetlands we government we rivers drought flooding warming renewable emissions carbon must renewable habitat wetlands to not we people climate wildlife people in more conservation flooding drought recycling cleanup less solar wetlands a wildlife of solar pesticides solar carbon issue is support pollution conservation habitat wetlands drought in forests our think conservation conservation.,irrelevant,favor,favor,2,1,FALSE,TRUE
A00701-04,recycling recycling conservation climate forests recycling drought city more solar emissions we to emissions think recycling pesticides carbon concern of concern drought wetlands pollution emissions flooding we to wildlife carbon council emissions our pesticides the city carbon conservation renewable flooding government cleanup habitat wildlife the forests emissions conservation pesticides and climate forests renewable wildlife not warming must will habitat carbon a recycling.,favor,oppose,favor,2,1,FALSE,TRUE
A00701-05,issue courts community protection our threat military people military threat to violence will courts enforcement is gangs terrorism crime to threat should oppose oppose border threat enforcement intelligence terrorism public oppose very police patrol safety less terrorism safety our must courts we and courts very policy issue safety border council defense crime gangs patrol terrorism weapons defense police council council must police must police courts terrorism weapons defense safety issue for for terrorism emergency is our safety government policy border safety enforcement in defense emergency believe and threat believe and weapons surveillance defense emergency for intelligence safety believe threat intelligence enforcement police courts intelligence courts border believe intelligence police we.,oppose,favor,favor,2,1,FALSE,TRUE
A00701-06,universities is classrooms tuition classrooms graduation support scholarships community need curriculum city testing will students concern classrooms graduation training not students teachers classrooms libraries teachers we enrollment universities government tuition not classrooms support universities enrollment enrollment universities scholarships less community a in council funding more classrooms a graduation literacy testing schools graduation classrooms enrollment enrollment will funding our universities literacy tuition public testing curriculum more oppose graduation enrollment scholarships students must graduation people training must more for training in training schools tutoring tuition graduation a not a training training public literacy.,oppose,neutral,neutral,2,1,FALSE,TRUE
A00710-03,should curriculum of tuition schools teachers must our students tutoring tuition in testing concern teachers training literacy training schools curriculum should believe should community not will support should graduation is classrooms curriculum students will graduation scholarships the teachers tutoring community policy classrooms teachers scholarships not students curriculum government tutoring training not less public classrooms training classrooms that libraries libraries teachers enrollment for training curriculum community schools will must students students enrollment classrooms curriculum should tuition that funding training of concern is testing libraries literacy teachers training less council very tutoring council universities teachers must scholarships training classrooms of of policy graduation schools a teachers classrooms we training graduation to.,favor,neutral,favor,2,1,FALSE,TRUE
A00710-05,more very teachers very that tutoring schools and policy scholarships libraries curriculum for scholarships teachers funding community tuition issue tutoring we more curriculum literacy classrooms tutoring more teachers graduation literacy funding will enrollment enrollment training to people universities libraries need funding training universities graduation tutoring scholarships less curriculum community a tutoring literacy that libraries scholarships scholarships to funding testing classrooms schools oppose oppose classrooms will literacy not schools.,irrelevant,favor,favor,2,1,FALSE,TRUE
A00712-03,tuition tuition people scholarships universities of tuition believe teachers a will less scholarships is classrooms tutoring students not schools less scholarships testing in libraries of funding training graduation we curriculum libraries community issue in scholarships think very universities universities we classrooms schools schools the tuition graduation city need training enrollment support universities students schools believe funding should universities issue funding libraries of concern issue issue and to enrollment classrooms classrooms very issue classrooms.,favor,irrelevant,favor,2,1,FALSE,TRUE
A00722-02,a literacy tuition community teachers we will and curriculum funding universities classrooms students enrollment libraries oppose students classrooms in oppose concern city students concern in tutoring concern schools curriculum literacy libraries scholarships schools less classrooms that very funding need schools curriculum training classrooms classrooms will students teachers issue support testing public scholarships funding and tuition the that tutoring city teachers enrollment believe teachers funding universities concern people less graduation scholarships for testing that community curriculum a not scholarships concern tutoring enrollment students should teachers training training tutoring schools council classrooms less city curriculum policy.,favor,irrelevant,favor,2,1,FALSE,TRUE
A00722-08,issue less funding schools enrollment teachers universities curriculum literacy of oppose teachers enrollment people we funding schools students the curriculum tuition scholarships city schools funding classrooms our libraries schools enrollment the curriculum should teachers think for community support very scholarships tutoring graduation curriculum a government enrollment training teachers a in students universities graduation the teachers students less council not schools oppose testing funding city concern must schools students must training training concern.,neutral,favor,favor,2,1,FALSE,TRUE
A00739-01,testing not more funding need will community teachers schools more more graduation literacy funding public of is graduation our of tuition must funding scholarships tutoring testing need tuition people funding scholarships that enrollment enrollment training council training a support training universities community students schools scholarships scholarships tutoring libraries enrollment teachers students enrollment training should funding to literacy concern testing classrooms funding tuition tutoring teachers teachers for council curriculum should enrollment for enrollment is curriculum curriculum not funding oppose classrooms public curriculum schools and scholarships curriculum community testing universities believe funding concern universities we enrollment enrollment testing tuition less libraries less students training funding funding teachers is we government more testing testing tuition students teachers.,favor,oppose,favor,2,1,FALSE,TRUE
A00739-02,forests forests policy in should very drought warming solar pesticides community community wildlife emissions a pollution carbon climate pesticides habitat conservation pesticides flooding a conservation flooding is drought public warming our and to wetlands climate drought habitat drought rivers issue emissions wildlife drought community oppose believe pesticides renewable recycling cleanup need emissions wetlands pollution not warming renewable pesticides rivers public and emissions drought habitat drought flooding habitat renewable pesticides flooding pollution and our very wetlands is our conservation habitat not drought flooding recycling council flooding recycling carbon community pesticides wetlands rivers renewable conservation forests must carbon public habitat cleanup habitat not flooding very pesticides.,oppose,favor,favor,2,1,FALSE,TRUE
A00741-04,industry people workers issue employment jobs taxes community our tariffs council recession concern inflation taxes workers is should growth inflation recession trade that is need investment wages people subsidies people workers recession manufacturing trade exports industry in deficit for people very more our investment budget employment growth public employment exports taxes need community subsidies market manufacturing deficit deficit of community tariffs recession for for council believe jobs taxes industry and is subsidies exports inflation subsidies employment exports very employment believe market need workers growth investment taxes inflation employment taxes council community subsidies workers workers people government more workers deficit wages wages in inflation exports very manufacturing jobs our employment tariffs tariffs trade budget subsidies city subsidies should workers.,neutral,favor,favor,2,1,FALSE,TRUE
A00754-04,enrollment enrollment is more graduation universities tutoring scholarships universities will less curriculum libraries enrollment schools tutoring libraries libraries graduation literacy issue students classrooms libraries curriculum literacy literacy libraries teachers libraries literacy public more libraries literacy a graduation testing classrooms libraries classrooms support students schools testing funding curriculum literacy universities enrollment a literacy will funding funding students literacy classrooms think is schools schools students enrollment a tutoring students literacy will concern classrooms graduation city schools testing curriculum concern literacy oppose curriculum tuition training must graduation and tutoring graduation that graduation not testing should and schools in public concern should we tuition that graduation students funding curriculum less in oppose very tutoring of schools funding of training students.,irrelevant,neutral,irrelevant,2,1,FALSE,TRUE
A00754-06,violence the a safety think threat police threat and crime emergency threat must threat in gangs intelligence for military protection council we protection military surveillance terrorism threat violence surveillance courts gangs safety courts surveillance emergency border gangs surveillance emergency people of threat less weapons police military patrol patrol need public a defense threat gangs council policy terrorism weapons safety is enforcement terrorism of courts is issue gangs border support emergency gangs the defense and a city will safety weapons emergency crime defense city defense in of of more enforcement need weapons threat safety crime border emergency gangs that oppose city the need police threat we support protection violence is violence emergency our that.,irrelevant,neutral,irrelevant,2,1,FALSE,TRUE
A00754-08,development shelters homeless rent gentrification and property less concern gentrification think that landlords eviction landlords vacancy mortgage we development gentrification in should oppose the property landlords zoning affordable affordable rent landlords not permits eviction permits shelters eviction property support tenants vacancy gentrification shelters neighborhood is to rent shelters our permits affordable gentrification council more vacancy government affordable rent less will mortgage to zoning construction mortgage vacancy should shelters tenants construction for homeless the to affordable development gentrification tenants homeless government affordable shelters development tenants government believe shelters council homeless issue shelters permits homeless construction rent community homeless gentrification we community in will permits.,neutral,favor,favor,2,1,FALSE,TRUE
A00785-01,neighborhood community mortgage government permits property vacancy homeless zoning we permits affordable permits less mortgage property neighborhood our shelters the development shelters less eviction that development construction rent we property development neighborhood is oppose oppose issue people zoning not city shelters public issue less property tenants permits community less that tenants that we eviction mortgage vacancy zoning gentrification public gentrification believe shelters shelters rent shelters support zoning tenants we support landlords development gentrification government support zoning support issue gentrification neighborhood.,neutral,favor,favor,2,1,FALSE,TRUE
A00785-02,universities in schools students believe support enrollment universities tutoring teachers testing classrooms enrollment people graduation tutoring must tutoring training literacy literacy scholarships classrooms the enrollment people a schools graduation the very training very scholarships is not training graduation our students students curriculum classrooms policy schools concern funding testing the is a training graduation classrooms a will training a tutoring schools must will must think testing city enrollment of oppose classrooms tutoring curriculum enrollment support concern classrooms graduation think students enrollment testing libraries enrollment more universities scholarships training universities teachers teachers we community scholarships students literacy is our.,neutral,oppose,neutral,2,1,FALSE,TRUE
A00794-02,the public epidemic epidemic public outbreak we prevention patients care disease and disease city public and outbreak epidemic hospital clinic prevention mortality treatment clinic hospital hospital mortality for our clinic vaccine care wellness vaccine patients prevention hospital less nurses hospital council community immunization patients sanitation patients insurance in to sanitation pandemic people should government and screening hospital is immunization disease prevention for our vaccine wellness screening insurance to wellness think prevention council hospital epidemic should in nurses epidemic immunization outbreak nurses immunization pandemic concern of people the epidemic nurses prevention support disease patients.,favor,neutral,favor,2,1,FALSE,TRUE
A00794-03,council industry subsidies our support will tariffs trade market manufacturing tariffs market in market wages workers inflation trade budget to public concern deficit investment issue subsidies jobs exports very workers people jobs manufacturing city recession employment industry need taxes industry the wages community trade workers manufacturing policy exports market employment people.,neutral,oppose,neutral,2,1,FALSE,TRUE
A00794-06,deficit market jobs community recession issue employment budget exports budget to market people manufacturing taxes not industry jobs to council government wages recession oppose wages issue policy jobs our market government to oppose subsidies think government budget recession trade concern a market employment deficit growth people investment trade deficit recession exports deficit inflation market concern trade deficit wages employment trade growth wages our growth of subsidies investment jobs growth should will policy for wages in the market.,neutral,irrelevant,irrelevant,2,1,FALSE,TRUE
A00828-03,eviction property policy and public community rent people zoning eviction affordable neighborhood rent vacancy is less oppose homeless landlords property oppose development landlords zoning eviction shelters oppose vacancy homeless landlords tenants vacancy vacancy development neighborhood mortgage tenants to in eviction permits council government property not construction need is mortgage construction rent affordable.,oppose,neutral,neutral,2,1,FALSE,TRUE
A00828-07,support and classrooms tuition not students must students teachers teachers the curriculum tuition teachers schools curriculum schools universities training classrooms libraries council must testing tuition people more students issue libraries universities schools of people graduation think funding testing not curriculum council literacy classrooms and community curriculum to curriculum scholarships believe classrooms curriculum teachers libraries government our tutoring enrollment our less tutoring universities must concern libraries need enrollment teachers schools community enrollment and tuition to not graduation less testing tutoring our government scholarships that schools tuition government testing literacy literacy tutoring universities students classrooms very our students government not believe government our must classrooms schools enrollment to graduation issue enrollment public tutoring teachers.,oppose,irrelevant,irrelevant,2,1,FALSE,TRUE
A00839-01,cleanup carbon pollution a our to forests council flooding of and that habitat policy recycling warming wetlands cleanup flooding wildlife must wildlife drought flooding flooding people drought will pollution more pesticides rivers not forests pesticides very forests emissions warming pesticides.,oppose,favor,favor,2,1,FALSE,TRUE
A00867-02,schools is graduation teachers classrooms enrollment not for the issue tuition not teachers literacy need libraries students less curriculum scholarships the students training is schools teachers funding our policy training students enrollment government less teachers training city enrollment libraries enrollment our teachers must teachers graduation curriculum testing council and community council enrollment libraries libraries tutoring government public in oppose classrooms the funding students policy we tutoring think.,irrelevant,neutral,irrelevant,2,1,FALSE,TRUE
A00887-04,training students curriculum enrollment city training funding not support government graduation libraries must enrollment very support enrollment concern funding is tutoring more believe will graduation people schools less testing government libraries in and very classrooms must students people funding tuition very universities classrooms oppose think will literacy not schools curriculum literacy issue and libraries government our our very universities policy public teachers tuition funding the funding libraries community training universities must government schools and graduation and testing teachers tuition graduation graduation must curriculum the the training community government literacy should should community training students curriculum enrollment schools very training classrooms teachers funding issue literacy we training tuition support and literacy government less scholarships libraries universities issue.,favor,neutral,favor,2,1,FALSE,TRUE
A00888-03,our very teachers that to should people training teachers enrollment funding enrollment literacy our community oppose funding must a must community graduation classrooms of universities tuition testing universities think students policy libraries teachers must public graduation curriculum for tuition tutoring libraries teachers universities enrollment testing support classrooms libraries enrollment testing enrollment community the schools funding less universities must believe to enrollment the issue students in believe more enrollment support tutoring tutoring graduation council training schools scholarships teachers training enrollment libraries.,oppose,irrelevant,irrelevant,2,1,FALSE,TRUE
A00891-08,vaccine our outbreak our mortality mortality epidemic prevention community care patients public very very patients outbreak people prevention very hospital outbreak immunization oppose pandemic pandemic pandemic that that of clinic care epidemic outbreak people wellness more screening the policy should must nurses screening government patients sanitation in not patients immunization mortality insurance care concern prevention we need nurses concern should nurses community insurance care the clinic hospital hospital our care.,neutral,favor,favor,2,1,FALSE,TRUE
A00941-01,for rent permits mortgage rent to rent affordable gentrification rent in zoning our eviction need construction construction we think people tenants will need oppose homeless of mortgage to vacancy that oppose mortgage development homeless mortgage council is construction city will mortgage is rent rent zoning neighborhood property affordable eviction think.,neutral,favor,favor,2,1,FALSE,TRUE
A00941-02,defense safety enforcement very violence council intelligence safety courts emergency patrol a threat government and must intelligence a courts police people protection enforcement should defense we and crime think concern city courts will intelligence less courts oppose border very of less think will crime border in patrol terrorism council will people we weapons terrorism intelligence courts need council must crime intelligence intelligence gangs for.,favor,oppose,favor,2,1,FALSE,TRUE
A00941-03,city gentrification more development issue council will mortgage policy community property shelters mortgage permits neighborhood homeless eviction development less property oppose vacancy is mortgage should council zoning development landlords and landlords development issue neighborhood neighborhood oppose vacancy to rent zoning neighborhood shelters must development landlords not very eviction gentrification vacancy is mortgage of shelters landlords we gentrification shelters rent neighborhood landlords neighborhood shelters a permits eviction neighborhood development government zoning landlords gentrification property eviction mortgage rent gentrification city mortgage homeless tenants eviction mortgage zoning gentrification a people zoning affordable gentrification government permits believe will government eviction rent must affordable will development property will neighborhood that more development neighborhood.,favor,oppose,favor,2,1,FALSE,TRUE
A00941-04,scholarships universities must testing scholarships people literacy scholarships in very we is city is should council libraries funding public our classrooms universities testing enrollment council literacy is policy the students should testing testing not classrooms policy training schools testing the libraries universities think believe enrollment that testing funding is classrooms the students and very testing testing curriculum of classrooms we funding enrollment training must testing classrooms that funding graduation literacy libraries is issue need tuition we concern libraries must that schools believe tuition curriculum a universities testing for libraries training public literacy libraries.,favor,irrelevant,favor,2,1,FALSE,TRUE
A00941-05,tuition testing of public tuition testing universities the tutoring libraries more we very public testing students tuition people our more libraries funding for teachers not literacy for scholarships enrollment schools scholarships a training testing tutoring teachers classrooms the policy curriculum enrollment public classrooms council training curriculum not graduation tutoring literacy graduation council tuition scholarships scholarships literacy graduation testing.,oppose,neutral,neutral,2,1,FALSE,TRUE
A00947-01,permits permits of community rent development mortgage zoning issue shelters construction affordable should property permits development city very affordable zoning people that gentrification people council permits neighborhood rent our concern neighborhood property should rent homeless mortgage neighborhood rent affordable gentrification of landlords tenants neighborhood shelters affordable zoning shelters is eviction affordable believe public shelters rent city gentrification eviction property landlords city to rent that is think is rent.,neutral,oppose,neutral,2,1,FALSE,TRUE
A00947-05,support forests pesticides carbon is believe pollution drought we we conservation pesticides drought warming climate cleanup habitat forests not wildlife conservation emissions wetlands and emissions climate forests not not we rivers drought forests rivers for cleanup pesticides cleanup our more warming for forests issue warming in government of renewable government think flooding government warming in city think in solar government rivers wildlife pesticides pollution climate issue habitat think government habitat for wetlands public our pollution pesticides solar flooding for in.,favor,irrelevant,favor,2,1,FALSE,TRUE
A00947-06,enrollment more enrollment teachers libraries funding curriculum scholarships curriculum testing government is people in schools will tuition teachers classrooms tutoring funding we government libraries curriculum tutoring oppose libraries government oppose people testing will need of literacy support schools students that tutoring community curriculum should training classrooms community classrooms support testing is literacy schools a students schools curriculum should that curriculum think universities teachers training think city government less will believe training testing classrooms.,favor,oppose,favor,2,1,FALSE,TRUE
A00953-04,classrooms schools graduation tutoring enrollment believe enrollment classrooms teachers graduation to students concern very city literacy schools tuition tutoring classrooms scholarships universities tutoring is classrooms the schools enrollment council a funding issue very universities the universities scholarships teachers will students tuition more community enrollment should very scholarships tutoring training training city public testing is literacy tutoring.,irrelevant,neutral,irrelevant,2,1,FALSE,TRUE
A00953-06,crime council is people think of protection issue violence not need think of border emergency protection violence emergency enforcement to believe weapons think border enforcement the policy in in should safety defense the border for violence police police council is oppose courts policy believe think concern border safety a gangs protection need violence surveillance courts we that courts courts defense safety gangs patrol will enforcement safety surveillance government emergency safety defense military emergency and concern border defense safety protection protection surveillance threat issue emergency for safety.,neutral,favor,favor,2,1,FALSE,TRUE
A00975-01,testing less students teachers teachers testing classrooms training we council classrooms support not enrollment funding teachers graduation classrooms tuition literacy community literacy training policy scholarships teachers should classrooms enrollment graduation not funding students classrooms our libraries tutoring students schools curriculum curriculum enrollment will tuition training scholarships believe tuition think curriculum enrollment less.,irrelevant,neutral,irrelevant,2,1,FALSE,TRUE
A00975-02,epidemic screening care hospital sanitation epidemic screening the policy a nurses support wellness issue epidemic policy pandemic oppose that disease need patients outbreak insurance is nurses pandemic patients sanitation treatment should patients the insurance clinic must immunization vaccine a public council sanitation must government vaccine sanitation more and wellness for pandemic in sanitation public treatment mortality will epidemic prevention care care public care patients mortality that public immunization of less screening is sanitation need prevention epidemic believe screening to outbreak community treatment sanitation our immunization support pandemic screening in must patients think support wellness treatment public mortality epidemic outbreak more treatment hospital people disease epidemic the prevention insurance wellness pandemic prevention mortality prevention sanitation patients.,neutral,favor,favor,2,1,FALSE,TRUE
A01002-04,patrol in is that border violence enforcement concern safety enforcement surveillance city council protection crime is enforcement violence believe of enforcement less to surveillance is oppose terrorism weapons defense oppose emergency issue need oppose intelligence surveillance council threat defense courts crime believe surveillance violence border support our enforcement not less courts support very and safety violence military terrorism intelligence to support and terrorism military we emergency courts concern courts defense border emergency crime weapons courts defense need courts oppose surveillance and military surveillance is crime threat crime public oppose policy gangs surveillance is gangs oppose more public.,oppose,neutral,neutral,2,1,FALSE,TRUE
A01002-06,curriculum libraries to curriculum tuition believe students oppose universities training graduation oppose for oppose tutoring universities tutoring schools need tuition enrollment teachers scholarships classrooms libraries for schools should training concern funding we our literacy concern community tuition libraries training issue tutoring less schools for need of training enrollment tuition testing tuition schools funding enrollment that schools graduation training students curriculum.,oppose,favor,favor,2,1,FALSE,TRUE
A01002-07,students curriculum literacy literacy enrollment testing less curriculum scholarships funding enrollment scholarships issue must council tutoring libraries literacy believe training students students and enrollment community tutoring not is tuition tutoring curriculum in teachers we literacy scholarships enrollment public testing literacy funding the and curriculum training schools enrollment council teachers curriculum testing not literacy classrooms more public universities teachers that teachers enrollment libraries schools students graduation issue and think and issue schools curriculum training tutoring is students not schools literacy schools training students tuition concern tutoring literacy need testing and.,neutral,oppose,neutral,2,1,FALSE,TRUE
A01002-08,surveillance council safety courts threat weapons border intelligence border that gangs protection weapons border crime surveillance enforcement weapons border enforcement our our border emergency city government police police protection council should enforcement of for of concern crime issue gangs police weapons that border enforcement issue border very crime police city the military a city government gangs violence terrorism we and must weapons police very is courts think terrorism military community weapons gangs threat military council crime terrorism gangs border for that emergency weapons enforcement concern intelligence must our terrorism city violence crime of must public.,neutral,oppose,neutral,2,1,FALSE,TRUE
A01012-01,believe classrooms people classrooms community in funding students classrooms tutoring curriculum very libraries universities tuition curriculum for tuition literacy will a think enrollment public oppose and enrollment funding tuition training tutoring concern public students schools universities schools literacy city teachers tutoring people teachers testing is should tuition training less students concern universities graduation universities we more oppose graduation graduation to schools scholarships training classrooms teachers schools curriculum government libraries teachers enrollment universities literacy scholarships curriculum universities testing funding we enrollment of need scholarships funding universities people not enrollment more teachers testing funding city literacy testing think oppose and support libraries literacy people literacy community should teachers funding curriculum must.,oppose,neutral,neutral,2,1,FALSE,TRUE
A01032-02,issue schools support enrollment libraries not universities of universities tuition tutoring students scholarships support curriculum libraries city support libraries libraries scholarships council schools the curriculum people classrooms the training libraries universities funding less council issue the government graduation classrooms scholarships schools issue classrooms think very students funding and literacy support scholarships students not libraries funding scholarships must issue tutoring libraries concern classrooms classrooms scholarships.,favor,neutral,favor,2,1,FALSE,TRUE
A01032-04,mortality hospital treatment concern council of sanitation wellness people treatment for hospital public more mortality nurses outbreak clinic council is vaccine hospital treatment nurses vaccine hospital for sanitation insurance oppose very wellness prevention vaccine treatment prevention treatment support screening very sanitation wellness clinic hospital patients screening.,favor,neutral,favor,2,1,FALSE,TRUE
A01041-04,universities training that tutoring tuition city students tutoring funding literacy city training literacy libraries tuition teachers tutoring libraries and tutoring universities libraries classrooms libraries less curriculum teachers for people in not funding scholarships tutoring to to concern classrooms and literacy tutoring classrooms training libraries graduation the libraries universities libraries universities tutoring literacy policy schools training the funding universities of very is a graduation graduation graduation curriculum graduation people training teachers tuition literacy funding more for graduation schools testing schools people students graduation policy graduation that schools students graduation community classrooms concern concern enrollment.,oppose,irrelevant,irrelevant,2,1,FALSE,TRUE
A01041-06,is libraries literacy graduation curriculum government and graduation scholarships issue curriculum students tutoring very schools curriculum schools enrollment council training government tuition think need teachers should funding and will less concern funding a graduation curriculum students tutoring issue funding tutoring not council testing scholarships of students that universities classrooms funding funding is funding curriculum curriculum tutoring students libraries funding the universities very need.,neutral,irrelevant,irrelevant,2,1,FALSE,TRUE
A01045-05,of graduation curriculum funding training training testing tutoring tuition libraries tutoring students community tuition literacy concern tutoring tutoring tuition policy universities city graduation need need council libraries need universities of students scholarships teachers scholarships tutoring scholarships training curriculum curriculum training graduation city.,neutral,favor,favor,2,1,FALSE,TRUE
A01045-06,to in oppose schools think issue classrooms for tutoring testing must libraries curriculum our tutoring will that universities teachers testing students universities schools tutoring curriculum support curriculum the curriculum training students to that universities libraries training libraries universities very libraries enrollment literacy training tutoring classrooms graduation schools curriculum very believe graduation schools curriculum schools issue less tuition classrooms universities enrollment schools community we to council enrollment scholarships graduation should enrollment community in city graduation graduation students training the scholarships funding city funding students testing enrollment classrooms and and tutoring training.,favor,oppose,favor,2,1,FALSE,TRUE
A01045-07,and community wetlands conservation warming more renewable concern more council flooding cleanup people drought oppose policy cleanup will for emissions wildlife more for climate conservation wetlands is support drought conservation and solar flooding rivers we conservation flooding wildlife climate solar forests conservation cleanup flooding pollution pollution will need issue recycling warming very community forests recycling emissions climate carbon pollution less issue not solar flooding flooding very oppose for believe will drought recycling pollution policy forests policy warming should warming cleanup solar renewable climate pesticides oppose recycling policy drought to flooding habitat city pesticides a a pesticides wildlife should emissions council climate government flooding our warming forests.,oppose,neutral,neutral,2,1,FALSE,TRUE
A01062-02,libraries teachers libraries libraries need must is universities policy graduation the literacy a teachers universities think tuition a scholarships training support literacy literacy classrooms libraries should training tutoring we tutoring must funding funding training teachers in graduation not schools tutoring tutoring funding testing libraries literacy curriculum enrollment that our training literacy a is that tuition.,oppose,favor,favor,2,1,FALSE,TRUE
A01083-03,graduation tutoring and libraries enrollment tuition policy not universities scholarships our tuition libraries a council in tutoring need tutoring not teachers public literacy public schools literacy training teachers graduation teachers libraries our testing our oppose enrollment the that to schools classrooms literacy need testing policy must we funding issue universities more curriculum tuition issue teachers will scholarships must public policy curriculum a classrooms government we need our literacy scholarships tutoring teachers we students believe the in believe think universities will curriculum concern issue government libraries more tutoring tuition universities testing students libraries policy literacy teachers schools universities literacy in tutoring tutoring curriculum.,irrelevant,oppose,irrelevant,2,1,FALSE,TRUE
A01083-05,classrooms is believe enrollment will believe believe tuition less graduation of enrollment the students not government universities classrooms the support support students council students training our classrooms training graduation is concern for enrollment scholarships enrollment libraries tuition schools enrollment students enrollment our need enrollment issue testing more graduation teachers more graduation enrollment tutoring less classrooms testing must teachers more literacy funding libraries graduation graduation students.,irrelevant,neutral,irrelevant,2,1,FALSE,TRUE
A01096-02,enrollment classrooms should our public training council classrooms tutoring libraries the curriculum should universities not tuition testing universities more universities that tutoring less will the testing should testing classrooms funding not public is universities funding funding curriculum scholarships public people testing universities curriculum for for public we universities support tuition our classrooms tuition libraries believe libraries curriculum believe tuition a curriculum will scholarships issue enrollment literacy council schools training tuition tuition graduation for classrooms literacy public will enrollment training training libraries more of teachers issue our students community the training more testing tutoring curriculum funding enrollment schools will literacy that is schools teachers schools concern teachers will not.,favor,irrelevant,favor,2,1,FALSE,TRUE
A01096-03,habitat concern the forests less city support city pesticides must is drought cleanup issue habitat council pollution forests in wildlife conservation forests flooding and emissions oppose habitat wildlife flooding forests concern in renewable drought drought recycling carbon very issue wetlands city pollution drought emissions emissions will need solar rivers for should wildlife oppose our pesticides warming recycling pollution a more drought wetlands habitat rivers.,favor,neutral,favor,2,1,FALSE,TRUE
A01096-04,drought not conservation flooding flooding solar pesticides a conservation rivers pesticides oppose cleanup wildlife pesticides wildlife for warming believe government recycling emissions government support climate climate carbon is pesticides rivers that not more rivers less warming conservation rivers emissions rivers and pollution should emissions need a pollution should wildlife policy believe rivers solar carbon concern flooding conservation flooding forests drought habitat pollution wildlife climate recycling solar recycling climate pollution emissions climate forests climate wildlife wetlands wildlife think we the city renewable solar climate wildlife cleanup support a believe support wetlands community rivers in recycling climate forests oppose forests community wetlands conservation drought city wetlands solar rivers pollution climate solar is renewable rivers renewable wetlands solar emissions renewable less warming more.,favor,oppose,favor,2,1,FALSE,TRUE
A01096-06,threat terrorism enforcement gangs defense emergency emergency intelligence weapons military threat weapons a the defense need intelligence defense crime defense crime enforcement will violence protection safety gangs terrorism defense think must surveillance city safety threat surveillance safety for intelligence support gangs our council should intelligence violence support to violence military police enforcement police military not a intelligence very issue weapons surveillance concern safety our defense city military and threat city emergency police patrol the police council protection for surveillance of less need violence.,favor,neutral,favor,2,1,FALSE,TRUE
